No of Samples,Initiator Concentration(CI) ,Temperature (T),Jacket Temperature (T),Coolant water flowrate (Fcw),Monomer inlet Flowrate (F),Coolant inlet temp.water (Two),Inlet temparature of Feed (Tin), Target variable (Monomer Concentration)
4453,0.0252041022217978,348.817038961589,335.366077289839,0.1588,0.994419570988768,293.2,349.971902568861,6.03791108325293
4454,0.0249846848587148,346.891294359524,333.877331732622,0.1588,1.00262018500639,293.2,350.056255350137,6.03543570445399
4455,0.0253782530507148,349.442555015619,336.084337821737,0.1588,0.98816257725233,293.2,349.947828496175,6.03185299071407
4456,0.0252548190184863,349.624076711241,336.585780812568,0.1588,0.993082737344427,293.2,349.954445252466,6.03761252516069
4457,0.0249949777143387,349.96767178255,329.566159128826,0.1588,1.00310625973483,293.2,349.971326984621,6.04532810570144
4458,0.0248883074582052,348.999488040158,329.675137061827,0.1588,1.00834082956035,293.2,349.838025382905,6.0620139786368
4459,0.0249703307675419,356.383302438612,328.949558698942,0.1588,1.00526242989114,293.2,349.885518558152,6.06173302008046
4460,0.0249822926825652,352.722044323418,329.493341410232,0.1588,1.00477908352587,293.2,350.01108459201,6.05145778453592
4461,0.0250699710474129,351.508221546097,328.368785178234,0.1588,1.00072480858924,293.2,349.877115627789,6.05629854255546
4462,0.0248456652178142,352.686487293938,330.253009623098,0.1588,1.00963666614354,293.2,350.095003629495,6.04395094267825
4463,0.0251002890855506,339.375019490434,328.91233188867,0.1588,0.998640257719073,293.2,349.987961816606,6.04039405804382
4464,0.0253448290474672,353.325700987755,336.442978773709,0.1588,0.989433347511865,293.2,349.91022018679,6.03804326334748
4465,0.0249908798552554,347.942982513858,327.922826305704,0.1588,1.00318420065123,293.2,349.951974733939,6.04964581151074
4466,0.0249005857985737,350.202130694938,333.532412536135,0.1588,1.00760603688357,293.2,350.01588851778,6.05223751892042
4467,0.0250274347618655,355.044705367469,331.171339477946,0.1588,1.00312822438777,293.2,350.003774761967,6.04724578392665
4468,0.0248857472434575,345.449809549522,331.79871797528,0.1588,1.00773782943024,293.2,350.029549678144,6.04548543108856
4469,0.025012599626775,342.752289126581,334.01249720108,0.1588,1.00191939926933,293.2,350.115511444178,6.03273366675907
4470,0.0252035721486725,347.81638331793,335.126328641746,0.1588,0.994317140981404,293.2,350.087690041062,6.02167078791118
4471,0.025019718340084,344.678947918454,333.404406262208,0.1588,1.00261096689122,293.2,350.024159036095,6.03231599305965
4472,0.0252513099557504,346.318635837098,337.968788419595,0.1588,0.990447200531235,293.2,350.074990855369,6.0211697684105
4473,0.0251508382224721,350.97115507697,331.944658526696,0.1588,0.996889393445487,293.2,349.900407757963,6.037154785966
4474,0.0254785489748978,353.61738283993,333.354859863374,0.1588,0.985410557480724,293.2,349.831134635332,6.03855602098725
4475,0.0250028891639258,347.762550805119,336.20018879796,0.1588,1.00020958359701,293.2,350.285035268489,6.02009961479949
4476,0.025007962599665,349.062030487193,325.911676246714,0.1588,1.00266592042898,293.2,349.911221786667,6.0407054854185
4477,0.0247567425979635,351.065809095763,333.3997659155,0.1588,1.01327913569891,293.2,350.05056812951,6.04890764448624
4478,0.0254836980091666,349.080056140702,330.454440467508,0.1588,0.981318146136189,293.2,350.128639190642,6.0118566131736
4479,0.0247554512420996,351.222795512061,329.098435402881,0.1588,1.01338219185646,293.2,350.008912631862,6.0412237127637
4480,0.0253667244070519,349.394991287579,333.296804057389,0.1588,0.988032364212803,293.2,350.02336982854,6.02732635491421
4481,0.0251365852775901,348.373718313099,329.469900138063,0.1588,0.998135359564902,293.2,350.006515208392,6.03628888347133
4482,0.025143338872509,345.170084352051,332.474483302386,0.1588,0.997484005082032,293.2,349.990545074282,6.03640934713068
4483,0.0252026956018434,347.078832792476,329.879863672257,0.1588,0.994107714194882,293.2,350.023205917085,6.03218180317218
4484,0.0252848218621714,350.546476585586,328.431794215401,0.1588,0.991721341485964,293.2,349.852796982484,6.04124141760803
4485,0.0249448436575087,350.700703538854,334.668538986075,0.1588,1.00592730512784,293.2,350.119456239019,6.03874545211211
4486,0.0246368783124352,347.597055586245,325.639213943631,0.1588,1.01848620582933,293.2,349.943429806516,6.0584261517379
4487,0.0253275394301745,353.222103660438,334.042642034809,0.1588,0.989508074116016,293.2,350.011270466908,6.03698793081782
4488,0.0251623050405057,350.364353578037,332.0265348115,0.1588,0.994560659744582,293.2,350.127435730916,6.02276347321651
4489,0.0253179553138854,350.001924732159,330.111471649276,0.1588,0.987632776349163,293.2,350.069617100876,6.01431993794331
4490,0.0252752072475757,351.010841310025,335.051361120505,0.1588,0.990338921407464,293.2,350.177151065231,6.00308241551465
4491,0.02524212280631,347.28733159255,331.326684048502,0.1588,0.992020423882566,293.2,349.949623243015,6.02074351161249
4492,0.0255026995905392,352.544585450168,334.006340710853,0.1588,0.982719518704859,293.2,349.820888741785,6.03193948291012
4493,0.0250386554121178,350.396870858726,333.324731624903,0.1588,1.00198496057814,293.2,349.987203786652,6.04229402012772
4494,0.0248557021454705,354.442340539831,332.595894574749,0.1588,1.01034996690056,293.2,349.95751796239,6.05676561588373
4495,0.0251756015093168,349.770438805934,333.074918777757,0.1588,0.995922411384798,293.2,349.967178080341,6.04393134750409
4496,0.0250394949389523,345.903886736756,329.936244854,0.1588,1.00056991239901,293.2,349.916475011152,6.05011385837508
4497,0.0248501815266687,351.018984590199,327.957602270412,0.1588,1.01060260969215,293.2,349.993615675465,6.05650651804428
4498,0.0249182556259265,340.739655390772,330.789928135286,0.1588,1.00834762746304,293.2,349.865822051538,6.06228428991149
4499,0.0248463388026534,348.128633782306,333.162653066273,0.1588,1.01011834546744,293.2,349.935143047581,6.06245793068202
4500,0.0256785290743275,354.86552479088,328.807786779059,0.1588,0.978451478969092,293.2,349.829479012917,6.04180733794131
4501,0.0252538838836086,339.80358382812,332.971223653623,0.1588,0.994933034074554,293.2,349.929733904929,6.04852557459814
4502,0.0251611921987757,348.596310500684,329.432211040871,0.1588,0.998007551210885,293.2,350.021044975174,6.04094364299125
4503,0.02520686369368,348.34227195579,333.431825921451,0.1588,0.995057566684878,293.2,349.908496929227,6.04104094983374
4504,0.0253058461733314,348.857485919,329.897426404096,0.1588,0.990104588608602,293.2,349.977524284898,6.04062904994867
4505,0.0249797511716902,353.471966352863,326.601584193755,0.1588,1.00410664367565,293.2,349.970886128426,6.0449433310759
4506,0.0252414249424693,347.689267849414,336.180044771543,0.1588,0.994578476668963,293.2,349.887820267804,6.04691575211405
4507,0.0253159948347776,345.394417331883,335.926187553576,0.1588,0.990485472187311,293.2,350.072927493387,6.03011448011382
4508,0.0251008633464999,345.56698359485,327.563760536815,0.1588,0.997938313754428,293.2,350.062329103474,6.03197932655521
4509,0.025085240323448,351.280514288986,330.119793208324,0.1588,1.00069343605363,293.2,350.041220313811,6.03201483346913
4510,0.0248555695679009,347.39922642683,333.171244961847,0.1588,1.00788206605746,293.2,349.969967817395,6.04399308984488
4511,0.0253113284664153,353.325081880782,331.908491275286,0.1588,0.991800433664991,293.2,349.944166650366,6.04061528376139
4512,0.0253625024647964,350.690341962402,329.717650406232,0.1588,0.989338382117751,293.2,349.975699297315,6.03682861265843
4513,0.0249840276035845,349.11581627138,332.21132861615,0.1588,1.00505874627209,293.2,349.909649928609,6.05086530402552
4514,0.025536195437712,349.458557317534,330.860013574057,0.1588,0.979075373737183,293.2,350.110488032661,6.01750371960627
4515,0.0252122742436118,351.678139157106,331.482970326816,0.1588,0.993163958197881,293.2,349.979732834293,6.0264374094985
4516,0.0250354873985434,355.361117169953,330.845091023843,0.1588,1.00201367454997,293.2,350.043006848848,6.03225679999686
4517,0.0253689152956121,351.116948767424,333.749784626924,0.1588,0.987899841493836,293.2,350.004477513108,6.02625918177601
4518,0.025021510688685,343.368818929722,332.227870683222,0.1588,1.00162385146442,293.2,350.078928140529,6.02853548243728
4519,0.0248900199834506,348.887792788639,331.828137430791,0.1588,1.00836762426819,293.2,350.055580019011,6.04120949113404
4520,0.0252847536500174,348.785692658837,336.25254836388,0.1588,0.990744071397299,293.2,350.023316326544,6.02595423704612
4521,0.0253206202429417,351.473061512849,333.496924010447,0.1588,0.989435401164399,293.2,350.012359861445,6.02544938434911
4522,0.0249722391356177,352.399307839842,332.333958383844,0.1588,1.00452714349903,293.2,349.902753419555,6.0456484394544
4523,0.0247088008758754,349.097695075169,329.419824739612,0.1588,1.01666211677086,293.2,349.897593187022,6.06215247337648
4524,0.0247246383993246,349.551545020277,327.933452672067,0.1588,1.0171841995085,293.2,349.986517575676,6.06344913499804
4525,0.0253373673330921,351.970847100553,331.170547916922,0.1588,0.988443071601306,293.2,350.060735035315,6.03286172755183
4526,0.0251570433098086,347.845753335618,327.503675499226,0.1588,0.996502226669633,293.2,349.994214769131,6.03715165064476
4527,0.0248017415273705,347.064235417671,334.801690220992,0.1588,1.01073742395652,293.2,349.971114771035,6.04914105505096
4528,0.0251675359962802,343.081260509655,328.859783100112,0.1588,0.997384855192573,293.2,349.989992643681,6.04227949715345
4529,0.0249976395136691,355.879600180595,330.073630118427,0.1588,1.00354233945953,293.2,349.920903336424,6.04841343661505
4530,0.0250311137685788,345.704969362365,330.965128530868,0.1588,1.0029061052543,293.2,349.972735633742,6.04939450450615
4531,0.024895114985869,346.55345233087,333.95544924592,0.1588,1.00930184030248,293.2,349.874665122181,6.0587712317102
4532,0.024909559232376,350.005189996949,334.264403090587,0.1588,1.00650893058834,293.2,349.869688923475,6.06507415665644
4533,0.0250996825546485,349.79744442876,333.377089442962,0.1588,0.99952607562621,293.2,349.900295848933,6.05849120009969
4534,0.0248805158040133,343.961102042416,330.343814222099,0.1588,1.00855310392874,293.2,350.039655104418,6.05237265602782
4535,0.0252944777710077,351.0873246828,338.05831874971,0.1588,0.991498164744475,293.2,350.077700700853,6.02911554226694
4536,0.0247466301482974,351.293460491328,326.703781266059,0.1588,1.01425624042721,293.2,349.9624213615,6.05163643157348
4537,0.0250983620270192,344.79118723764,331.274942485405,0.1588,1.00002967142417,293.2,349.879853051354,6.05554991243448
4538,0.025440670074924,347.20675491511,333.503991931158,0.1588,0.986144236185126,293.2,350.08297213493,6.02672301265109
4539,0.0252676303209909,352.909585344872,337.664406929885,0.1588,0.99238828647513,293.2,350.050741058497,6.02498107716243
4540,0.024572357259099,344.722603379971,336.078108730139,0.1588,1.01768228201118,293.2,350.185086352116,6.03461077307287
4541,0.0254548824339603,351.722861251407,330.062432753993,0.1588,0.982361723852964,293.2,350.092096110037,6.00798409061501
4542,0.0250356188480676,355.637398668831,330.259707982656,0.1588,1.00052581376759,293.2,349.928498151212,6.03471863082718
4543,0.0251215929099973,351.292184671129,334.101377103165,0.1588,0.996688610373923,293.2,349.957815695596,6.03786934491335
4544,0.0247969623769104,352.601279305064,328.400196927384,0.1588,1.01226606253185,293.2,349.894533368864,6.05822777327461
4545,0.0254500733160427,350.43106110593,333.305964257322,0.1588,0.984711576067008,293.2,350.00248337864,6.03233589841045
4546,0.0253770585177015,342.741808618833,328.638842924504,0.1588,0.98713687475167,293.2,349.959854259608,6.03398613981922
4547,0.0246155148699984,347.164967215986,328.991812326395,0.1588,1.01875244353708,293.2,350.063028268577,6.04712426813389
4548,0.0251932816854684,345.175584929207,334.410863300255,0.1588,0.994954208997387,293.2,350.114382421202,6.02801421780204
4549,0.0252327918947201,355.942013042174,326.102858494168,0.1588,0.991771199469034,293.2,350.163503355355,6.01207904508621
4550,0.0249203259002702,343.781372191259,332.915661194597,0.1588,1.00521335610823,293.2,349.985452036604,6.03148837111683
4551,0.0246569158413978,357.417664950811,332.11348125722,0.1588,1.01653500910549,293.2,349.94335740959,6.05609987959416
4552,0.0249573282962348,345.358870142884,331.282965535441,0.1588,1.00591041527291,293.2,349.918402582329,6.05708686449672
4553,0.0248016004210366,357.337902837824,331.092952733003,0.1588,1.01027731328289,293.2,350.051402431023,6.05616403356197
4554,0.0249136411555352,347.916886323172,328.448916270184,0.1588,1.00822204254586,293.2,349.962570339979,6.05049162320906
4555,0.0251286808568415,355.626630886872,333.30367910931,0.1588,0.99753149950465,293.2,349.970214702831,6.04458839480755
4556,0.0248973872109968,348.582086833994,332.237984054444,0.1588,1.00884209671848,293.2,349.899402996394,6.05778119374409
4557,0.0255664938050558,349.406480977833,333.789179862379,0.1588,0.980679424036074,293.2,350.081378875661,6.02187571093393
4558,0.0250166912976872,347.815529459672,336.443424653719,0.1588,1.00077310360052,293.2,350.00686935094,6.03369838611998
4559,0.0248956010079303,350.317852268759,335.022048049974,0.1588,1.00636432394124,293.2,350.161057942522,6.03282553715439
4560,0.0249356268468924,343.5861466327,329.40152992118,0.1588,1.00470125947003,293.2,350.065008304446,6.03354276889375
4561,0.0250898778059165,351.091688837357,332.792431764591,0.1588,0.999350556196841,293.2,350.082643824369,6.03192050974799
4562,0.0251462858452728,348.147685985778,330.024205848068,0.1588,0.996324889296816,293.2,349.878712663577,6.04358204672409
4563,0.0250759022348286,351.076505978522,336.408687437034,0.1588,0.999018523197547,293.2,350.134014449085,6.02872242508063
4564,0.0251989644593183,354.69093496733,326.504821209893,0.1588,0.994396671941993,293.2,350.069010244742,6.02500980731849
4565,0.0249278631449702,349.533160192262,331.640628150708,0.1588,1.0049415194479,293.2,350.155256381429,6.02605099227799
4566,0.0250652095257544,347.17301257608,336.964080449338,0.1588,1.00190227839118,293.2,349.797715303718,6.04979562636223
4567,0.0247922535136672,352.83681078565,331.896822071402,0.1588,1.01195296991252,293.2,349.883919067476,6.0645990389173
4568,0.0247591509098711,354.517392058821,334.388323983365,0.1588,1.01502988365005,293.2,349.882748985099,6.06944793167703
4569,0.0250673125253131,350.816140929054,328.562165324689,0.1588,1.00168338787063,293.2,349.985024923012,6.05004620032062
4570,0.0250289603602816,346.832497845228,331.759620321523,0.1588,1.00294301687819,293.2,350.024727781138,6.04216751960891
4571,0.0247011134293439,353.20233921523,336.611516182366,0.1588,1.01713809461022,293.2,350.037146577118,6.05768823932892
4572,0.0248620645309886,354.541139328546,336.530789620792,0.1588,1.010617789968,293.2,349.911315772181,6.06227931321779
4573,0.0251209844893014,349.890468215187,334.65387058128,0.1588,0.997340865276089,293.2,350.079664868993,6.0431050493974
4574,0.0251206740450235,352.185265055575,328.399865058699,0.1588,0.996880753450269,293.2,350.106449824583,6.02809989195121
4575,0.0249808681604993,350.117982432114,329.448492001543,0.1588,1.00513309894803,293.2,350.013885053102,6.04063347079229
4576,0.0248933888414875,347.189326848638,325.249802305856,0.1588,1.00703190062224,293.2,350.119079927959,6.03404827887684
4577,0.025012059261676,345.86090215897,333.681657691397,0.1588,1.00279574883177,293.2,350.007398173977,6.04096348892186
4578,0.0255379324985818,350.083903033909,330.974483941422,0.1588,0.981548709798686,293.2,349.976140235794,6.02459916378356
4579,0.0244375863711398,353.212547225187,331.492137948588,0.1588,1.02527040367896,293.2,350.085902346375,6.05334801965646
4580,0.0250287034517097,344.609723581707,333.851639079203,0.1588,1.00126759149904,293.2,350.051208193446,6.03811489960961
4581,0.0250090813497794,351.110488212154,324.480558129339,0.1588,1.00216443406863,293.2,350.095433070503,6.03215571203973
4582,0.0251786940302067,347.636990313143,332.679750189783,0.1588,0.99629003340124,293.2,349.954270323657,6.03546838276682
4583,0.0251453961559675,355.915592346909,333.490164680491,0.1588,0.998295726947467,293.2,349.850326592328,6.05114300573766
4584,0.024790626279909,356.218634300081,329.380466322015,0.1588,1.01148134797202,293.2,350.08640145856,6.04960817689974
4585,0.0253015488780146,348.204473527888,335.451240061367,0.1588,0.99083908102013,293.2,350.148736301295,6.02086460885448
4586,0.0247175117774506,347.536555699718,328.226211797746,0.1588,1.01574055835436,293.2,349.891448176691,6.05513563860611
4587,0.0251925362028911,353.911953119841,328.559529641983,0.1588,0.995727256449528,293.2,349.951825356296,6.04631506358228
4588,0.0252183090466519,348.332304405745,330.988630537364,0.1588,0.993696005171478,293.2,350.095906762952,6.02864427523551
4589,0.0249805650994673,349.957506088313,330.39121434537,0.1588,1.00303029572603,293.2,349.981085568719,6.04154286836117
4590,0.025028091897189,345.331766551942,336.010748843032,0.1588,1.00182092754917,293.2,350.002356552285,6.04077593644247
4591,0.0250843804097809,344.941551874642,323.895728454124,0.1588,0.99920397131954,293.2,349.972215648909,6.04038585061797
4592,0.0246236988326113,349.628207988704,329.547047320718,0.1588,1.0193826420165,293.2,350.006724929344,6.05677118706947
4593,0.0251566224404168,347.934302418716,330.42302958527,0.1588,0.995319789279457,293.2,350.079295986627,6.03408938749861
4594,0.0253582049846195,349.764857225715,332.087061640458,0.1588,0.987514217125885,293.2,350.094129874504,6.01951948732781
4595,0.0247530994574547,347.485029271424,331.867334550032,0.1588,1.01292428367141,293.2,350.161388059296,6.03298104100674
4596,0.0250304680837088,345.69048112982,331.090759138626,0.1588,1.00158278574453,293.2,350.020564573157,6.03287964951796
4597,0.0252424297508012,351.685928885635,333.995800537109,0.1588,0.993248345485267,293.2,349.864698494756,6.04195031863284
4598,0.024992895069766,350.895255179637,328.726754321213,0.1588,1.00306777263681,293.2,349.933487410759,6.05085277701262
4599,0.0255135868019569,349.11903131399,332.148397051663,0.1588,0.982535493645268,293.2,349.877957015037,6.03825196507176
4600,0.0255137319832339,348.204074843223,335.302235147431,0.1588,0.981041536234538,293.2,350.19462052133,6.0110954014416
4601,0.0252945021055116,348.081562012493,328.946065978776,0.1588,0.989999805957197,293.2,350.065510212121,6.00791203841025
4602,0.0251383666591429,348.380487025845,333.099550709189,0.1588,0.996221824461322,293.2,349.943827416376,6.03043450351077
4603,0.0252969874516592,349.955766905445,328.384492803593,0.1588,0.990231863567763,293.2,350.031410334521,6.02362434686104
4604,0.0249175332743513,350.728693636093,331.200222417339,0.1588,1.00617305759644,293.2,350.109183041313,6.03069416108446
4605,0.0248139829843036,355.429726886679,339.519547046067,0.1588,1.00882405029032,293.2,350.064449312826,6.04158720865206
4606,0.0249020256508349,344.35346161431,332.163435674883,0.1588,1.00824797590344,293.2,349.893308419195,6.05208650783956
4607,0.0253007772149579,354.016045849514,333.683676958939,0.1588,0.991491765875754,293.2,349.995253080654,6.03875435218061
4608,0.0250523792023618,353.28810300728,334.39969938151,0.1588,1.00165362981858,293.2,350.015858628909,6.03999413065198
4609,0.024880917415029,349.225460725003,328.037969376994,0.1588,1.01019980029817,293.2,349.968835153438,6.05326893447946
4610,0.0250715546964646,350.709850702722,336.134347648236,0.1588,1.00087063621762,293.2,349.922772765746,6.05178085735291
4611,0.0248136696602086,351.208010214914,333.867902412051,0.1588,1.01222862037202,293.2,349.991271221471,6.05387068680606
4612,0.0252073497514423,351.595405032499,332.788389981318,0.1588,0.995065732737057,293.2,349.824547640921,6.05481151238664
4613,0.0250593096711522,343.912119251802,331.251889296759,0.1588,1.00017587560636,293.2,350.017873270585,6.04818095780457
4614,0.0251557976865833,350.384157799498,330.812125129118,0.1588,0.997060194392899,293.2,350.013822973889,6.03932344606763
4615,0.0249389975710974,350.108394752898,332.430345305782,0.1588,1.00541987945932,293.2,349.995419949253,6.04506261275329
4616,0.0252534719283428,351.483098693143,330.23995588615,0.1588,0.992562823366301,293.2,349.955686309991,6.04056163405685
4617,0.0252260011907055,346.400976148827,330.804308526906,0.1588,0.994410941224554,293.2,349.950835192111,6.04199391509835
4618,0.0249020075507885,352.878031029909,328.43911163219,0.1588,1.00963435080798,293.2,349.8740994154,6.05724698533436
4619,0.0255821068035385,347.16121407533,333.863498590355,0.1588,0.978099167941897,293.2,350.120214111344,6.01583026136296
4620,0.0251854977049907,346.84615711914,331.696169008571,0.1588,0.993043179149489,293.2,350.06813738677,6.01932853538476
4621,0.0251983621435486,352.272254400916,340.024214785341,0.1588,0.993237299886929,293.2,350.05654788334,6.0215059215721
4622,0.0253368116594546,350.244295000703,328.056019902122,0.1588,0.989502642560145,293.2,350.053553056434,6.01716432033375
4623,0.0253598342372246,353.176362645434,335.117507233712,0.1588,0.987175048045702,293.2,349.955375196993,6.02303879963278
4624,0.024890527150498,356.350023364602,325.74268477495,0.1588,1.00829516838419,293.2,349.893142431686,6.05084111760066
4625,0.0249356839314305,351.972053855516,331.93451203878,0.1588,1.00570996656545,293.2,349.976160037546,6.04994242504066
4626,0.0245180473138014,348.513195252355,332.770105508163,0.1588,1.02402878635081,293.2,350.034029305839,6.06618769643721
4627,0.0253623519582799,347.910074739307,336.489483537878,0.1588,0.986823688450458,293.2,350.065015256951,6.0308711410233
4628,0.0253892961243137,349.259732188661,334.150501793692,0.1588,0.98751269049831,293.2,349.96503633915,6.0294909591265
4629,0.0250960418809567,350.863699185862,337.368092259135,0.1588,0.998918164997781,293.2,349.931117222514,6.04042886984631
4630,0.0249493569818554,346.047588581117,334.683133100845,0.1588,1.00610894928138,293.2,349.9570305519,6.04995081860971
4631,0.0251694982907768,346.235204430341,325.590684594812,0.1588,0.996151460198656,293.2,350.086436473956,6.03211979467099
4632,0.0252496233911306,352.869495528863,330.551971829716,0.1588,0.992754147298219,293.2,350.00048500974,6.03081898000832
4633,0.0248612012905086,350.515015075271,331.457416391258,0.1588,1.00870989374355,293.2,350.011881070792,6.04585793290197
4634,0.0253008982315158,352.969553893172,334.062811760231,0.1588,0.989114180097269,293.2,350.128788562256,6.01913213056746
4635,0.0250499169461769,355.256773193383,329.455746500896,0.1588,1.00199589846118,293.2,349.852621484512,6.04567743189328
4636,0.0251521365814788,343.18588121379,331.145732996383,0.1588,0.998899937120314,293.2,349.935465673777,6.04767123111823
4637,0.0246166668794921,342.201098708887,329.402714272436,0.1588,1.01980368597024,293.2,349.845252562881,6.07288901230154
4638,0.0251047725318357,344.642708748509,332.390640101064,0.1588,0.999372305349772,293.2,350.035477261505,6.04873160518399
4639,0.0250524585693857,347.979061134218,331.431852987038,0.1588,1.00186595319649,293.2,349.939298555599,6.05030430463175
4640,0.0249761052459721,355.112738367877,331.126778000265,0.1588,1.00475412650957,293.2,349.96989081549,6.04854035576516
4641,0.0252342534901919,352.467440363333,326.209934446306,0.1588,0.991471821651899,293.2,349.980669746503,6.03755608049874
4642,0.0248297474106787,346.389203751582,330.348962601764,0.1588,1.00978549549744,293.2,350.080454024342,6.04237632994795
4643,0.0250489501112846,350.000610462669,333.573623349129,0.1588,1.00221984010602,293.2,349.938475511985,6.0448738256695
4644,0.0247603171177236,343.589440973289,327.498841170246,0.1588,1.01193705496783,293.2,350.150424344181,6.04338618764931
4645,0.0253598440997463,349.681536044397,330.822561728704,0.1588,0.986678558234492,293.2,350.053612795001,6.02195224477881
4646,0.0251122677963317,352.727978693691,338.569820618764,0.1588,0.999076103977138,293.2,349.883538680627,6.04583608784164
4647,0.0252171993230582,340.437211266157,335.043842577722,0.1588,0.995478930938507,293.2,350.022239691527,6.03779058134163
4648,0.0252868411682075,344.111611247059,325.33416081671,0.1588,0.991376818771106,293.2,350.028616778996,6.0281285725549
4649,0.0249273671744869,350.88487525408,331.269423987495,0.1588,1.00478605782645,293.2,350.096499463364,6.02964288137795
4650,0.0249292895185641,348.505398480807,329.338794590453,0.1588,1.00379752935545,293.2,350.102273339893,6.03313195728892
4651,0.0251259293912957,348.207650858432,327.35858643469,0.1588,0.997620261451823,293.2,349.965457261513,6.03390320418506
4652,0.0249696460178513,349.917081791319,326.808042823147,0.1588,1.00467817760403,293.2,349.987962918825,6.04186091297656
4653,0.0247075634426638,350.217471379753,329.432342281909,0.1588,1.01659220729504,293.2,350.02125274793,6.05164185195865
4654,0.0253547378057903,356.751523757433,334.212765199976,0.1588,0.988663208914787,293.2,350.019239312985,6.03017741828731
4655,0.0248471940276893,352.532194086687,331.924374741724,0.1588,1.00958007746333,293.2,349.951561059337,6.04963604192004
4656,0.0246274987424495,342.949717457254,329.247762629127,0.1588,1.01974088446782,293.2,350.008873001997,6.05992991230047
4657,0.0247838185799435,351.994960096952,335.251293421243,0.1588,1.01211060774411,293.2,350.017705331838,6.05532965883687
4658,0.0254022419436743,350.329483609862,336.036465778949,0.1588,0.985906068709483,293.2,350.079019962499,6.02586793561483
4659,0.0249466137723344,350.940689555475,334.075289423939,0.1588,1.0038429098482,293.2,349.982646906795,6.04141863886144
4660,0.0248221537867066,351.601647896025,329.428487268988,0.1588,1.00964091856821,293.2,350.066311228928,6.04372191999983
4661,0.025055605348961,355.790703850597,332.181811330084,0.1588,1.00063461945653,293.2,350.000035769024,6.0427798499224
4662,0.0251974545103124,348.378111858909,330.169425960506,0.1588,0.995057249791907,293.2,349.957145133001,6.0395686393973
4663,0.0256148054010121,355.062815191486,326.454403241179,0.1588,0.977804479881273,293.2,350.040047187242,6.01690349884881
4664,0.0252580804698475,346.355032516395,328.375658995854,0.1588,0.990953804903641,293.2,349.931055700991,6.02715882526878
4665,0.0251033715951383,355.274167178791,331.523618027089,0.1588,0.998145112292336,293.2,350.03811360224,6.0346262777868
4666,0.0248672689432807,342.869390119878,331.912004904811,0.1588,1.00771777895319,293.2,350.096634863944,6.0368798742436
4667,0.0252922785497437,355.710342144384,336.920480192436,0.1588,0.990678354280757,293.2,349.933143479489,6.03335846658515
4668,0.0250987658843871,346.809164666453,331.180754285723,0.1588,0.999676694226867,293.2,349.932237437281,6.04805056737612
4669,0.025122975752782,349.361651890647,335.186831634134,0.1588,0.998488941104371,293.2,350.030438048286,6.03853014006207
4670,0.0252774939419652,352.656459588283,329.076758455783,0.1588,0.99257523118771,293.2,349.992363251151,6.03238095376909
4671,0.02475021173878,347.999948270638,333.094760431213,0.1588,1.01542004327224,293.2,349.900247943877,6.06007382278029
4672,0.0250129087607112,347.360174236733,331.719547066699,0.1588,1.00216411903873,293.2,350.008527273109,6.04786998230528
4673,0.0249800196189623,347.574440563378,335.178700343153,0.1588,1.00455386160079,293.2,349.99568130247,6.04308211228608
4674,0.0250457776256699,345.345055970653,332.932229094724,0.1588,1.00241630848243,293.2,349.893241491307,6.05737006259328
4675,0.0250483782508689,354.437793904677,332.006585684112,0.1588,1.00282520001578,293.2,349.966776784033,6.04606806300156
4676,0.025242168774878,349.540293897983,333.203691756942,0.1588,0.99256388717399,293.2,350.020515946162,6.03486337701465
4677,0.0252181396723154,351.644450389166,324.493355210859,0.1588,0.994770089097543,293.2,349.975283003363,6.03765859882858
4678,0.0252981317806353,346.920014146337,338.011345411587,0.1588,0.991835505696862,293.2,350.005803044159,6.03209900903112
4679,0.0246730423127772,352.596563322478,330.292416750966,0.1588,1.0181812563647,293.2,350.048535864903,6.05074848271867
4680,0.0251275704453069,350.160420288026,332.135241518002,0.1588,0.998299157790328,293.2,349.955448234366,6.04459962653144
4681,0.0254062664176401,345.609290663025,331.928944431545,0.1588,0.987090231883898,293.2,350.127143538564,6.01979255389664
4682,0.0251756167532503,345.155104906873,324.365461759043,0.1588,0.995909456643964,293.2,349.954697665823,6.0321783504899
4683,0.0247649531863453,354.841615403647,324.748279955541,0.1588,1.01482345648159,293.2,350.019710230702,6.04925224348012
4684,0.0249830432250206,347.374515747923,335.453890726862,0.1588,1.00406003535128,293.2,349.943168558419,6.05417149303517
4685,0.0251113102674046,348.589508896838,330.518285791294,0.1588,0.99934586038523,293.2,349.970985992611,6.04744828854513
4686,0.0252755731024936,345.776810713143,334.682884291835,0.1588,0.991135835930941,293.2,349.952231917677,6.03657200001759
4687,0.0251033624345708,350.602936905385,332.334441614486,0.1588,0.999919341411677,293.2,349.96313336047,6.04341178355203
4688,0.0250423172567127,348.790936097103,334.271968898058,0.1588,1.00094846760483,293.2,349.971567735351,6.04524750213601
4689,0.0247035259912781,347.536288739368,326.705012636381,0.1588,1.01578096942958,293.2,350.101085542113,6.04974544698715
4690,0.0246547559786913,358.735530045861,331.897093414735,0.1588,1.01712876011195,293.2,350.046053112741,6.05205378291805
4691,0.0247074101463553,353.123297479704,330.195178819468,0.1588,1.01567169309729,293.2,349.919197305847,6.06189198341523
